public_id,coordX,coordY,coordZ,x_length,y_length,z_length,probability
151,319.0,95.0,175.5,44.0,66.0,7.0,0.6131960153579712
151,266.0,98.0,204.5,78.0,108.0,9.0,0.7140136957168579
134,618.5,149.5,254.0,43.0,103.0,12.0,0.6983504295349121
157,255.0,175.0,208.5,108.0,146.0,13.0,0.6088369488716125
157,264.0,200.5,223.0,78.0,111.0,18.0,0.871845006942749
158,426.5,160.0,283.5,83.0,144.0,27.0,0.932131290435791
198,477.0,264.0,266.0,44.0,76.0,12.0,0.7128487825393677
198,431.0,176.0,305.5,44.0,96.0,19.0,0.6953088045120239
164,492.5,210.0,214.5,87.0,132.0,15.0,0.6789538860321045
159,283.0,217.5,223.5,148.0,179.0,25.0,0.6649423837661743
184,426.0,96.0,122.5,54.0,96.0,13.0,0.9865768551826477
138,540.5,122.0,219.5,57.0,108.0,15.0,0.9819169640541077
141,425.0,104.0,178.5,48.0,80.0,11.0,0.6589951515197754
155,619.0,147.5,239.0,84.0,135.0,30.0,0.6882137656211853
166,408.5,131.0,170.0,101.0,210.0,44.0,0.8548986911773682
166,439.5,124.0,256.5,61.0,112.0,17.0,0.7882249355316162
166,585.0,183.0,279.5,80.0,102.0,21.0,0.944844126701355
162,352.5,148.0,98.0,63.0,152.0,20.0,0.4245869219303131
163,354.0,76.5,154.5,58.0,73.0,19.0,0.6646844744682312
185,515.0,163.0,157.5,108.0,148.0,29.0,0.9498528242111206
156,483.0,162.0,181.5,100.0,140.0,19.0,0.9974927306175232
136,608.0,125.5,198.5,158.0,169.0,19.0,0.7614547610282898
136,753.0,118.5,322.5,32.0,45.0,11.0,0.6334919929504395
175,460.0,164.0,164.0,146.0,184.0,32.0,0.4933803379535675
149,403.0,82.0,209.0,36.0,68.0,6.0,0.5012853741645813
152,376.0,177.5,123.0,76.0,159.0,14.0,0.5034582614898682
161,395.5,228.5,221.5,21.0,55.0,11.0,0.5780214667320251
161,291.0,188.5,231.5,108.0,135.0,23.0,0.7996853590011597
192,373.0,180.0,238.5,128.0,152.0,29.0,0.9315595030784607
174,719.0,136.5,222.0,76.0,103.0,12.0,0.49241700768470764
174,583.0,173.0,242.5,120.0,166.0,43.0,0.8028491139411926
186,354.0,184.0,221.5,78.0,144.0,33.0,0.9566432237625122
186,494.0,117.5,236.0,74.0,123.0,24.0,0.5550626516342163
142,319.5,131.5,180.0,117.0,211.0,32.0,0.7309847474098206
177,505.0,171.0,200.5,64.0,156.0,15.0,0.9545994400978088
146,695.0,196.0,180.0,28.0,56.0,8.0,0.5670440793037415
146,414.0,210.5,288.0,58.0,75.0,16.0,0.5419315099716187
165,413.5,104.0,133.5,37.0,72.0,5.0,0.6149155497550964
165,565.0,274.0,189.5,56.0,36.0,11.0,0.6639605760574341
197,425.5,142.5,212.0,81.0,99.0,8.0,0.29881781339645386
189,429.0,208.5,192.0,152.0,255.0,24.0,0.7483896613121033
183,336.0,177.0,146.0,46.0,94.0,4.0,0.681643545627594
183,321.0,259.0,193.0,136.0,250.0,58.0,0.4898112416267395
154,414.0,220.5,238.0,56.0,71.0,4.0,0.6160723567008972
154,426.5,226.5,257.0,81.0,123.0,24.0,0.8979092836380005
154,380.0,220.5,278.0,52.0,73.0,12.0,0.6289162635803223
194,284.0,137.0,60.0,54.0,110.0,8.0,0.48636025190353394
130,387.0,171.0,206.0,132.0,188.0,38.0,0.8114748001098633
130,477.0,76.5,203.5,32.0,57.0,9.0,0.6872758269309998
130,252.0,137.5,249.0,30.0,87.0,10.0,0.5867983102798462
181,317.0,103.0,176.0,96.0,126.0,14.0,0.6559275984764099
193,524.0,74.0,184.0,70.0,84.0,24.0,0.6496402621269226
