public_id,coordX,coordY,coordZ,x_length,y_length,z_length,probability
136,199.0,121.5,599.5,5,170,160,0.5452794432640076
136,204.0,137.0,633.5,1,73,40,0.2949756681919098
136,322.0,124.0,752.0,9,69,47,0.2744629979133606
175,162.0,167.0,461.5,41,231,236,0.7160953283309937
175,148.5,137.0,498.5,2,47,26,0.5940086245536804
175,145.0,119.5,457.5,1,70,24,0.5794028639793396
175,181.5,153.5,475.0,2,24,19,0.5184314250946045
175,298.0,283.5,406.5,3,56,58,0.4385351538658142
149,209.5,74.5,365.5,44,122,138,0.3212323486804962
152,109.0,184.0,395.5,1,243,104,0.3526650071144104
152,133.5,110.5,464.5,8,128,94,0.32260704040527344
152,111.5,115.0,695.5,8,93,68,0.3151451647281647
152,192.0,223.0,547.0,1,65,41,0.2952178120613098
152,208.0,259.5,403.0,5,148,65,0.2658885419368744
152,173.5,186.0,563.0,14,139,115,0.2606815993785858
161,218.0,222.0,367.0,11,127,87,0.4482075273990631
161,226.0,187.5,275.0,15,132,79,0.4306347668170929
161,193.5,178.0,146.5,16,187,106,0.4145222306251526
161,168.0,158.0,157.5,1,127,88,0.2935829162597656
161,172.5,179.5,281.0,6,126,63,0.2930962145328522
161,200.5,209.0,465.5,2,101,28,0.2588709890842438
161,70.0,87.0,302.5,3,37,26,0.25498250126838684
192,240.0,177.0,369.0,33,157,155,0.6756293773651123
192,218.0,91.0,394.0,13,51,73,0.6614951491355896
192,208.0,122.5,387.0,1,48,47,0.3265063762664795
192,147.0,127.0,261.0,13,65,65,0.27503502368927
174,237.0,170.0,580.0,47,179,135,0.6155644059181213
174,208.0,117.5,724.0,3,66,31,0.3082088530063629
174,224.5,132.0,722.0,2,179,121,0.28545570373535156
186,218.5,182.0,360.0,28,157,101,0.6071656346321106
186,245.0,141.5,493.0,43,200,123,0.46446990966796875
142,178.5,126.5,314.0,28,220,129,0.6975705027580261
142,194.5,174.5,308.0,4,96,39,0.4883059561252594
142,201.5,177.0,344.5,6,117,72,0.3873288333415985
142,161.0,179.5,186.0,1,216,151,0.3707524836063385
142,226.5,220.0,396.5,2,83,44,0.3505149483680725
142,163.0,128.5,298.0,1,28,19,0.3143540620803833
142,221.0,187.0,423.5,1,61,46,0.28701475262641907
142,143.0,151.5,218.5,7,84,70,0.28140172362327576
177,201.0,171.5,505.0,9,142,65,0.46018174290657043
146,285.5,191.0,394.0,20,165,155,0.5478574633598328
146,267.5,189.0,394.0,12,113,61,0.398031085729599
146,139.0,162.0,701.5,11,117,54,0.3876116871833801
146,246.5,154.0,552.0,2,91,65,0.3288940489292145
146,111.5,171.0,558.5,20,135,106,0.2887222170829773
146,229.5,146.0,664.0,6,85,47,0.27334505319595337
165,175.0,211.5,558.5,5,150,106,0.45927712321281433
165,188.0,246.0,566.5,11,111,94,0.4490697681903839
165,221.0,217.0,505.0,13,151,79,0.35354751348495483
165,240.5,245.5,514.5,12,84,72,0.306694895029068
165,148.0,132.0,450.0,7,171,87,0.2914034128189087
165,132.5,107.5,410.0,14,132,93,0.2621549963951111
165,141.5,92.0,356.5,2,101,40,0.2543330490589142
197,265.5,193.0,218.5,10,133,74,0.28455597162246704
197,208.0,163.0,448.0,1,125,111,0.2727854549884796
197,237.0,135.5,399.0,1,60,57,0.2724667489528656
197,212.0,128.5,403.0,3,78,65,0.26862674951553345
197,241.0,174.0,164.5,11,127,60,0.26582232117652893
189,196.0,213.5,414.5,13,270,168,0.603671133518219
189,187.5,191.0,424.5,6,181,134,0.5354443788528442
189,202.0,137.5,448.0,3,106,33,0.5029597878456116
189,183.0,216.0,389.5,3,253,106,0.4031355082988739
189,171.5,171.5,427.0,2,132,59,0.3265594244003296
189,176.0,190.0,377.5,1,179,148,0.28163012862205505
183,208.5,262.5,316.5,24,292,134,0.6746119856834412
183,170.5,269.5,272.5,6,104,74,0.350506991147995
154,255.5,225.0,420.0,24,143,105,0.5767592787742615
154,276.5,236.0,375.5,8,115,82,0.37034690380096436
154,337.0,395.5,627.0,7,212,215,0.26085546612739563
194,201.5,179.0,449.0,4,141,49,0.34825560450553894
194,193.0,159.0,455.0,1,63,33,0.318794310092926
194,103.0,136.5,320.0,1,76,33,0.26406803727149963
194,147.5,152.5,357.0,14,108,67,0.26033174991607666
194,135.0,167.0,429.0,11,107,77,0.253328412771225
130,190.5,187.0,394.0,14,153,127,0.6072473526000977
130,215.5,185.5,389.0,36,224,171,0.5728670954704285
130,203.0,76.5,475.0,3,60,33,0.3765079081058502
130,224.5,162.5,292.5,2,50,46,0.32383599877357483
130,349.0,105.0,584.5,7,181,72,0.30128148198127747
130,341.5,76.0,585.0,2,123,63,0.2734454274177551
130,251.5,163.0,260.0,26,169,75,0.25223591923713684
181,175.5,100.5,319.5,12,136,100,0.6899392008781433
193,182.5,68.5,528.5,34,94,86,0.4294968545436859
